matricule,name,cisco,studied_at,observation,mention,option
94919-QHON,Rasolofo Miangaly Herilala Fanilo Fitiavana,Ambatondrazaka,School_46,non admis,passable,A1
86938-MEHV,Rasolofo Miangaly Hery Rina,Farafangana,School_71,admis,bien,D
84672-GUDD,Rajaonarison Tovo Tiana,Mahajanga,School_84,admis,passable,A1
21324-GUXR,Raharinaivo Tiana Fanilo,Ambatondrazaka,School_23,non admis,passable,OSE
24496-VOXW,Randrianarivelo Fanilo Mamy Tiana Hery,Ambatondrazaka,School_96,admis,passable,A2
10238-ODZT,Rakotoarisoa Fanilo Tiana,Mananjary,School_76,non admis,bien,A1
13138-EARI,Raharinaivo Finaritra Hasina Tojo Tiana,Mahajanga,School_43,admis,passable,A2
23805-ZPYA,Raharinaivo Andry Hasina Tovo,Morondava,School_86,non admis,passable,OSE
77305-MIPS,Raharinaivo Hery Miangaly,Toliara,School_58,non admis,passable,L
64719-DLRJ,Rakotomamonjy Tojo Fanilo,Ambatondrazaka,School_98,admis,passable,D
70214-TFDR,Randrianarivelo Fanilo Andry Hery Tovo,Mahajanga,School_78,non admis,passable,A1
36449-JRFD,Randria Soa Haja Rina,Antsiranana,School_58,non admis,bien,OSE
11893-NGAL,Rasolofoson Rina Tovo Soa,Morondava,School_47,admis,très bien,A2
76533-FJJN,Raharinaivo Tiana Fitiavana,Antananarivo,School_100,non admis,passable,A1
29394-YOGC,Randria Andry Tojo,Morondava,School_100,admis,passable,A2
96812-UIYJ,Randria Tojo Fitiavana,Antsiranana,School_19,admis,passable,A1
63894-YVPC,Rakotoarisoa Fitiavana Hasina Tovo,Ambatondrazaka,School_83,non admis,assez bien,A1
89586-SZEA,Randrianarivelo Andry Mamy Tiana,Ambatondrazaka,School_42,non admis,passable,L
64372-MMFQ,Raharinaivo Mamy Herilala Hasina Andry,Antananarivo,School_60,non admis,passable,D
20833-KCLZ,Randria Fanilo Haja Hasina Fitiavana,Mahajanga,School_26,admis,passable,D
18915-LIJO,Randria Rina Fanilo,Mahajanga,School_3,admis,très bien,A1
90572-VIIA,Rakotomamonjy Herilala Hasina Fanilo Finaritra,Antsirabe,School_33,non admis,passable,OSE
12633-GOOK,Andrianarivo Haja Miangaly,Mahajanga,School_64,non admis,passable,A1
97590-HNGD,Rakotomamonjy Haja Miangaly Herilala Rina,Antananarivo,School_18,admis,passable,A1
15417-UFIX,Rakotomamonjy Andry Fanilo,Mananjary,School_13,admis,bien,A1
18845-OTAV,Randrianarivelo Tiana Mamy Soa,Antananarivo,School_33,non admis,passable,C
74636-IZQR,Rajaonarison Herilala Miangaly Haja Hery,Fianarantsoa,School_80,non admis,bien,A1
67117-ZUGL,Raharinaivo Rina Fanilo Tiana,Farafangana,School_31,admis,assez bien,A1
21339-OWMF,Rakotomamonjy Miangaly Tiana Rina,Antsiranana,School_47,non admis,passable,A2
76667-WSLB,Rakotomamonjy Fanilo Mamy Tojo,Mahajanga,School_10,non admis,très bien,A1
83095-AELY,Rakotoarisoa Miangaly Fitiavana Hery Finaritra,Mananjary,School_87,non admis,passable,A2
46967-CBOJ,Raharinaivo Hasina Tojo,Mahajanga,School_38,admis,passable,A2
44551-KDQW,Rasolofo Finaritra Hasina Hery,Ambatondrazaka,School_4,admis,passable,A2
29829-QRYD,Andrianarivo Tiana Hasina,Antsirabe,School_32,non admis,passable,D
95945-RYTI,Rasolofo Fanilo Tovo,Antsiranana,School_31,admis,passable,L
16840-CAPN,Randrianarivelo Mamy Finaritra Tovo Tojo,Toliara,School_33,admis,passable,D
91440-VUTT,Rasolofo Soa Rina Tojo Miangaly,Morondava,School_73,admis,assez bien,S
81101-SSID,Rasolofo Haja Tojo Fanilo,Fianarantsoa,School_13,non admis,passable,C
78817-QKHW,Randria Fanilo Finaritra,Farafangana,School_97,admis,assez bien,A2
61535-RGVA,Randrianarivelo Miangaly Soa,Antananarivo,School_16,non admis,passable,A2
39625-OMET,Rajaonarison Andry Fanilo Soa,Antsiranana,School_17,non admis,passable,A1
37971-VUGB,Rasolofo Hasina Mamy Rina,Mahajanga,School_33,admis,passable,A2
18286-DWWP,Randrianarivelo Haja Mamy Herilala,Antsirabe,School_94,non admis,assez bien,C
20427-YRGK,Raharinaivo Andry Finaritra,Farafangana,School_80,admis,passable,A1
50992-EUHT,Rakotoarisoa Tiana Andry Haja,Morondava,School_68,non admis,assez bien,L
40690-DCDW,Randrianarivelo Hasina Andry Fanilo,Antananarivo,School_67,admis,bien,A1
