matricule,name,cisco,studied_at,observation,mention,option
95579-PWJE,Rasolofoson Tovo Hery Fitiavana Tiana,Toamasina,School_12,non admis,passable,OSE
57516-CCRT,Raharimanana Miangaly Hasina Fitiavana Hery,Toliara,School_22,admis,bien,A1
13884-FXVR,Andrianarivo Andry Tojo Hery Finaritra,Mahajanga,School_77,admis,passable,C
13610-RJYQ,Rakotomamonjy Tovo Soa Mamy Andry,Toliara,School_68,non admis,passable,A2
28494-MRGP,Raharinaivo Haja Hery Fanilo,Fianarantsoa,School_52,non admis,passable,C
36945-EUER,Randrianarivelo Tovo Hery Haja,Morondava,School_3,admis,passable,A2
48060-MFGL,Raharinaivo Tojo Hery,Mahajanga,School_77,non admis,passable,A1
78264-VXVG,Raharinaivo Fanilo Hasina,Morondava,School_11,non admis,passable,S
63899-HJUJ,Randria Rina Mamy Miangaly,Antananarivo,School_63,non admis,passable,C
35490-CZRH,Rajaonarison Andry Fitiavana,Fianarantsoa,School_75,non admis,passable,D
65257-SJUE,Raharimanana Miangaly Haja Hery Soa,Mananjary,School_81,admis,passable,A2
73960-VCDQ,Rakotomamonjy Fitiavana Tojo Mamy Finaritra,Antsirabe,School_75,non admis,passable,A1
67149-VMKO,Rakotoarisoa Tovo Tojo,Morondava,School_86,non admis,très bien,A2
36850-ZNBD,Randria Fanilo Mamy,Antsirabe,School_29,non admis,passable,A2
35895-AFCR,Raharimanana Hasina Soa Herilala Mamy,Toamasina,School_36,admis,passable,A1
56877-EBGX,Rajaonarison Tojo Finaritra Herilala Haja,Toamasina,School_92,admis,passable,D
54146-TTDP,Rasolofoson Soa Tojo Rina,Antsiranana,School_60,admis,bien,A2
34979-ZMMH,Rajaonarison Hasina Miangaly,Mananjary,School_40,admis,passable,A2
71729-MICH,Rakotoarisoa Andry Tovo,Mananjary,School_55,admis,passable,A1
81132-LQFD,Randrianarivelo Hery Hasina Tiana Tojo,Ambatondrazaka,School_58,non admis,passable,A1
48835-KIOM,Rakotomamonjy Herilala Miangaly,Toamasina,School_8,non admis,passable,A2
57309-YKZY,Rasolofoson Mamy Fitiavana Haja,Toliara,School_20,non admis,assez bien,C
15268-UMAO,Andrianarivo Finaritra Herilala,Morondava,School_74,non admis,passable,A1
27638-NJAJ,Randria Hasina Andry Finaritra,Mahajanga,School_44,non admis,bien,A1
95182-SPYC,Andrianarivo Hery Tovo Fitiavana Soa,Fianarantsoa,School_71,non admis,passable,A1
95675-OWVF,Andrianarivo Hery Miangaly,Mananjary,School_9,admis,passable,A1
