matricule,name,cisco,studied_at,observation,mention,option
69199-DTAY,Randria Andry Fitiavana,Fianarantsoa,School_63,non admis,passable,A2
69049-HDBX,Randria Tovo Tiana Tojo Rina,Morondava,School_53,non admis,très bien,A1
11048-IUXA,Andrianarivo Hery Miangaly,Fianarantsoa,School_75,non admis,passable,A1
90309-SXET,Rakotomamonjy Soa Herilala Tojo Rina,Toliara,School_56,admis,passable,S
52114-MYJQ,Rakotomamonjy Haja Mamy,Toamasina,School_66,admis,passable,A1
72549-LFSD,Rasolofo Hery Hasina Fanilo Finaritra,Antsiranana,School_21,non admis,passable,D
12467-LGCE,Raharimanana Andry Rina,Fianarantsoa,School_6,non admis,passable,A2
34283-ONJA,Raharimanana Miangaly Finaritra Hasina,Ambatondrazaka,School_66,admis,passable,D
66403-TYFS,Rajaonarison Hasina Fanilo Fitiavana,Antananarivo,School_70,admis,passable,A1
55903-EVXU,Andrianarivo Andry Herilala Miangaly,Ambatondrazaka,School_8,admis,passable,D
35396-XCOD,Rasolofo Mamy Rina Fanilo,Farafangana,School_35,non admis,passable,A2
59734-LPYL,Randria Herilala Andry Finaritra Fanilo,Mahajanga,School_4,non admis,passable,C
10727-ZXWA,Rakotomamonjy Tiana Hery,Morondava,School_9,non admis,passable,A2
50775-LQDU,Randrianarivelo Fanilo Rina Fitiavana Miangaly,Ambatondrazaka,School_25,non admis,passable,A2
30965-UOWQ,Randria Haja Tiana Miangaly,Ambatondrazaka,School_23,non admis,passable,L
88385-PSXO,Rajaonarison Herilala Rina Mamy Hery,Fianarantsoa,School_20,admis,bien,D
53539-RLCU,Rasolofoson Hery Haja,Antsiranana,School_45,non admis,bien,C
98158-NKSQ,Rasolofoson Andry Mamy Rina Soa,Toliara,School_78,admis,passable,C
88829-DFYI,Rasolofoson Mamy Andry,Toamasina,School_57,non admis,passable,A1
60920-CAGN,Rakotoarisoa Rina Fitiavana,Toliara,School_94,admis,passable,A2
98435-RMEZ,Rakotoarisoa Mamy Herilala Soa,Toliara,School_80,admis,passable,D
57981-BRHJ,Rasolofo Haja Herilala,Antananarivo,School_33,admis,passable,A2
51157-DOWO,Rajaonarison Tojo Fanilo Tovo Hery,Ambatondrazaka,School_65,non admis,passable,A2
14901-SXID,Raharimanana Tojo Tiana Herilala Hery,Antsiranana,School_65,non admis,bien,D
32383-IAWU,Randria Rina Hasina Hery,Mananjary,School_32,non admis,passable,A1
24317-VIVY,Rasolofo Hasina Andry Rina,Fianarantsoa,School_83,non admis,passable,D
83546-CSEK,Raharimanana Tovo Hasina Haja,Farafangana,School_61,admis,passable,D
57725-WGYG,Randria Tovo Soa Hery,Morondava,School_8,admis,passable,OSE
45900-BLTQ,Randrianarivelo Miangaly Rina Finaritra Fanilo,Morondava,School_25,admis,passable,OSE
97819-MBOL,Rajaonarison Miangaly Andry Tovo,Farafangana,School_62,non admis,passable,S
70357-BPST,Rakotoarisoa Tovo Mamy,Mahajanga,School_56,non admis,passable,A2
38869-EBAI,Rakotoarisoa Mamy Finaritra Tiana Miangaly,Ambatondrazaka,School_66,admis,passable,A1
49268-FJKO,Raharinaivo Fitiavana Fanilo Tovo Andry,Toliara,School_89,non admis,passable,A1
